,Player,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year,Pts Won,Pts Max,Share
550,Jeff Adrien,24,5,153,2148,264,557,0,2,181,288,221,659,100,50,79,91,259,709,0.474,0.0,0.628,14.0,4.6,4.3,0.7,2011,0.0,0.0,0.0
551,Solomon Alabi,22,2,26,181,16,51,0,0,7,10,22,61,5,4,11,8,16,39,0.314,,0.7,7.0,1.5,2.3,0.2,2011,0.0,0.0,0.0
552,Cole Aldrich,22,8,339,3389,435,825,0,0,180,244,334,1131,183,137,233,199,509,1050,0.527,,0.738,10.0,3.1,3.3,0.5,2011,0.0,0.0,0.0
553,Al-Farouq Aminu,20,11,711,17698,1948,4641,543,1634,911,1221,982,4280,879,678,397,863,1302,5350,0.42,0.332,0.746,24.9,7.5,6.0,1.2,2011,0.0,0.0,0.0
554,James Anderson,21,5,247,4320,525,1276,196,611,176,233,108,560,291,121,55,216,292,1422,0.411,0.321,0.755,17.5,5.8,2.3,1.2,2011,0.0,0.0,0.0
555,Ömer Aşık,24,8,471,9216,947,1795,0,1,585,1062,1036,3362,280,167,339,542,928,2479,0.528,0.0,0.551,19.6,5.3,7.1,0.6,2011,0.0,0.0,0.0
556,Luke Babbitt,21,8,381,5332,650,1593,394,979,124,166,111,846,224,89,58,165,520,1818,0.408,0.402,0.747,14.0,4.8,2.2,0.6,2011,0.0,0.0,0.0
557,Eric Bledsoe,21,12,756,21021,3689,8169,854,2545,2116,2698,570,2937,3545,1028,344,1888,1493,10348,0.452,0.336,0.784,27.8,13.7,3.9,4.7,2011,0.0,0.0,0.0
558,Trevor Booker,23,8,532,10872,1548,3003,75,246,508,799,1029,2932,566,355,277,540,1063,3679,0.515,0.305,0.636,20.4,6.9,5.5,1.1,2011,0.0,0.0,0.0
559,Craig Brackins,23,2,17,121,13,49,3,14,1,2,7,19,9,1,1,4,9,30,0.265,0.214,0.5,7.1,1.8,1.1,0.5,2011,0.0,0.0,0.0
560,Avery Bradley,20,12,660,18151,2914,6715,859,2353,592,756,397,1863,1105,655,128,868,1427,7279,0.434,0.365,0.783,27.5,11.0,2.8,1.7,2011,0.0,0.0,0.0
561,Derrick Caracter,22,1,41,215,32,66,0,0,17,23,19,43,7,4,10,19,47,81,0.485,,0.739,5.2,2.0,1.0,0.2,2011,0.0,0.0,0.0
562,Sherron Collins,23,1,20,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17,0.28,0.2,1.0,3.3,0.9,0.3,0.4,2011,0.0,0.0,0.0
563,Marcus Cousin,24,1,4,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4,0.667,,,4.5,1.0,0.8,0.0,2011,0.0,0.0,0.0
564,DeMarcus Cousins,20,11,654,19509,4562,9924,426,1288,3252,4411,1692,6664,1979,874,742,2149,2421,12802,0.46,0.331,0.737,29.8,19.6,10.2,3.0,2011,81.0,590.0,0.137
565,Jordan Crawford,22,6,281,6843,1286,3130,330,1041,530,642,153,703,883,196,23,529,437,3432,0.411,0.317,0.826,24.4,12.2,2.5,3.1,2011,0.0,0.0,0.0
566,Ed Davis,21,12,722,13756,1773,3128,0,4,745,1277,1590,4616,539,349,566,532,1749,4291,0.567,0.0,0.583,19.1,5.9,6.4,0.7,2011,0.0,0.0,0.0
567,Zabian Dowdell,26,1,24,292,51,125,3,10,16,17,5,20,51,20,2,29,30,121,0.408,0.3,0.941,12.2,5.0,0.8,2.1,2011,0.0,0.0,0.0
568,Devin Ebanks,21,3,63,711,82,213,8,36,52,72,51,122,24,18,12,35,56,224,0.385,0.222,0.722,11.3,3.6,1.9,0.4,2011,0.0,0.0,0.0
569,Semih Erden,24,2,69,928,101,185,0,0,60,101,57,190,29,25,29,50,164,262,0.546,,0.594,13.4,3.8,2.8,0.4,2011,0.0,0.0,0.0
570,Jeremy Evans,23,7,250,2626,364,640,6,26,145,211,239,641,107,90,121,85,291,879,0.569,0.231,0.687,10.5,3.5,2.6,0.4,2011,0.0,0.0,0.0
571,Patrick Ewing,26,1,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,0.0,0.0,0.75,2.7,0.4,0.3,0.3,2011,0.0,0.0,0.0
572,Christian Eyenga,21,2,51,1049,136,331,26,94,22,36,31,137,40,37,33,50,85,320,0.411,0.277,0.611,20.6,6.3,2.7,0.8,2011,0.0,0.0,0.0
573,Derrick Favors,19,12,790,19202,3420,6407,38,192,1476,2225,1933,5608,851,577,939,995,1976,8354,0.534,0.198,0.663,24.3,10.6,7.1,1.1,2011,0.0,0.0,0.0
574,Landry Fields,22,5,255,6010,684,1446,120,361,243,365,248,1092,419,212,45,270,310,1731,0.473,0.332,0.666,23.6,6.8,4.3,1.6,2011,62.0,590.0,0.105
575,Gary Forbes,25,2,111,1504,236,544,48,141,125,178,55,218,103,47,10,100,133,645,0.434,0.34,0.702,13.5,5.8,2.0,0.9,2011,0.0,0.0,0.0
576,Paul George,20,14,824,27753,5821,13293,2113,5527,3325,3902,711,5248,3051,1400,354,2233,2208,17080,0.438,0.382,0.852,33.7,20.7,6.4,3.7,2011,0.0,0.0,0.0
577,Blake Griffin,21,13,765,24384,5419,10988,538,1639,3137,4508,1487,6109,3055,627,359,1732,2058,14513,0.493,0.328,0.696,31.9,19.0,8.0,4.0,2011,590.0,590.0,1.0
578,Luke Harangody,23,2,70,871,102,271,21,87,28,38,60,196,36,21,20,20,97,253,0.376,0.241,0.737,12.4,3.6,2.8,0.5,2011,0.0,0.0,0.0
579,Manny Harris,21,4,93,1594,199,524,53,150,124,168,57,253,129,48,14,101,104,575,0.38,0.353,0.738,17.1,6.2,2.7,1.4,2011,0.0,0.0,0.0
580,Gordon Hayward,20,14,809,25207,4377,9619,1096,2973,2699,3278,616,3634,2898,796,320,1582,1399,12549,0.455,0.369,0.823,31.2,15.5,4.5,3.6,2011,0.0,0.0,0.0
581,Lazar Hayward,24,3,72,591,70,202,21,78,46,60,25,90,35,17,8,28,65,207,0.347,0.269,0.767,8.2,2.9,1.3,0.5,2011,0.0,0.0,0.0
582,Xavier Henry,19,5,185,2905,368,907,41,126,273,430,81,351,120,100,23,139,264,1050,0.406,0.325,0.635,15.7,5.7,1.9,0.6,2011,0.0,0.0,0.0
583,Damion James,23,4,39,623,61,147,0,6,28,42,25,131,26,23,20,38,56,150,0.415,0.0,0.667,16.0,3.8,3.4,0.7,2011,0.0,0.0,0.0
584,Eugene Jeter,27,1,62,858,106,259,6,30,37,41,9,70,162,29,2,51,54,255,0.409,0.2,0.902,13.8,4.1,1.1,2.6,2011,0.0,0.0,0.0
585,Armon Johnson,21,2,47,401,66,144,6,15,19,28,12,49,56,10,1,44,40,157,0.458,0.4,0.679,8.5,3.3,1.0,1.2,2011,0.0,0.0,0.0
586,Chris Johnson,25,3,71,597,77,137,0,0,51,73,47,132,13,16,46,38,103,205,0.562,,0.699,8.4,2.9,1.9,0.2,2011,0.0,0.0,0.0
587,Wesley Johnson,23,9,609,13472,1629,4028,614,1823,363,490,337,1924,645,468,402,525,1168,4235,0.404,0.337,0.741,22.1,7.0,3.2,1.1,2011,0.0,0.0,0.0
588,Dominique Jones,22,3,80,741,83,227,2,21,78,107,33,114,144,29,10,76,64,246,0.366,0.095,0.729,9.3,3.1,1.4,1.8,2011,0.0,0.0,0.0
589,Gani Lawal,22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2.0,0.0,0.0,0.0,2011,0.0,0.0,0.0
590,Jeremy Lin,22,9,480,12218,1885,4349,449,1313,1348,1666,197,1338,2042,519,175,1085,1060,5567,0.433,0.342,0.809,25.5,11.6,2.8,4.3,2011,0.0,0.0,0.0
591,Greg Monroe,20,10,646,17670,3371,6556,1,17,1659,2361,1799,5293,1376,680,373,1198,1435,8402,0.514,0.059,0.703,27.4,13.0,8.2,2.1,2011,15.0,590.0,0.025
592,Timofey Mozgov,24,8,454,8181,1230,2301,11,58,601,814,769,2225,250,139,383,527,998,3072,0.535,0.19,0.738,18.0,6.8,4.9,0.6,2011,0.0,0.0,0.0
593,Hamady N'Diaye,24,3,33,157,7,15,0,0,6,13,7,25,3,2,9,6,33,20,0.467,,0.462,4.8,0.6,0.8,0.1,2011,0.0,0.0,0.0
594,Gary Neal,26,7,352,7507,1275,3021,460,1203,460,541,81,760,573,145,10,365,525,3470,0.422,0.382,0.85,21.3,9.9,2.2,1.6,2011,19.0,590.0,0.032
595,Larry Owens,28,2,19,218,19,43,8,18,7,13,3,28,12,9,6,7,28,53,0.442,0.444,0.538,11.5,2.8,1.5,0.6,2011,0.0,0.0,0.0
596,Patrick Patterson,21,11,719,14923,1871,4185,630,1709,410,543,822,2799,736,368,296,450,1116,4782,0.447,0.369,0.755,20.8,6.7,3.9,1.0,2011,0.0,0.0,0.0
597,Nikola Peković,25,6,271,6744,1314,2537,0,0,777,1023,803,1807,199,140,151,414,632,3405,0.518,,0.76,24.9,12.6,6.7,0.7,2011,0.0,0.0,0.0
598,Dexter Pittman,22,4,50,347,49,109,0,0,18,33,38,89,9,8,8,22,83,116,0.45,,0.545,6.9,2.3,1.8,0.2,2011,0.0,0.0,0.0
599,Quincy Pondexter,22,7,355,5530,571,1351,211,593,256,343,200,640,263,122,49,178,464,1609,0.423,0.356,0.746,15.6,4.5,1.8,0.7,2011,0.0,0.0,0.0
600,Andy Rautins,24,1,5,24,3,7,1,4,1,2,0,1,3,1,0,7,0,8,0.429,0.25,0.5,4.8,1.6,0.2,0.6,2011,0.0,0.0,0.0
601,Samardo Samuels,22,3,109,1722,237,532,0,4,164,251,148,366,45,38,41,115,231,638,0.445,0.0,0.653,15.8,5.9,3.4,0.4,2011,0.0,0.0,0.0
602,Larry Sanders,22,6,238,4635,669,1395,0,5,182,329,475,1345,174,152,429,224,666,1520,0.48,0.0,0.553,19.5,6.4,5.7,0.7,2011,0.0,0.0,0.0
603,Kevin Séraphin,21,7,423,6430,1134,2318,0,7,248,347,502,1462,246,88,304,449,903,2516,0.489,0.0,0.715,15.2,5.9,3.5,0.6,2011,0.0,0.0,0.0
604,Mustafa Shakur,26,2,25,170,21,62,1,11,9,17,7,22,29,5,3,20,17,52,0.339,0.091,0.529,6.8,2.1,0.9,1.2,2011,0.0,0.0,0.0
605,Garret Siler,24,1,21,101,17,31,0,0,11,22,16,28,3,1,4,10,20,45,0.548,,0.5,4.8,2.1,1.3,0.1,2011,0.0,0.0,0.0
606,Ish Smith,22,14,788,15192,2434,5651,305,941,500,739,276,1889,2984,534,195,978,1010,5673,0.431,0.324,0.677,19.3,7.2,2.4,3.8,2011,0.0,0.0,0.0
607,Tiago Splitter,26,7,355,6812,1073,1932,2,14,668,958,576,1779,423,198,209,384,685,2816,0.555,0.143,0.697,19.2,7.9,5.0,1.2,2011,0.0,0.0,0.0
608,Lance Stephenson,20,10,554,12680,1885,4240,373,1189,595,857,344,2251,1621,357,76,908,1086,4738,0.445,0.314,0.694,22.9,8.6,4.1,2.9,2011,0.0,0.0,0.0
609,Pape Sy,22,1,3,21,2,6,0,1,3,3,2,3,2,1,0,3,1,7,0.333,0.0,1.0,7.0,2.3,1.0,0.7,2011,0.0,0.0,0.0
610,Evan Turner,22,10,705,18938,2748,6331,270,917,1058,1353,388,3278,2462,532,184,1267,1380,6824,0.434,0.294,0.782,26.9,9.7,4.6,3.5,2011,0.0,0.0,0.0
611,Ekpe Udoh,23,7,384,5694,519,1145,0,4,315,439,456,1100,260,177,429,222,714,1353,0.453,0.0,0.718,14.8,3.5,2.9,0.7,2011,0.0,0.0,0.0
612,Ben Uzoh,22,2,60,808,96,243,3,9,44,75,49,128,130,30,11,44,60,239,0.395,0.333,0.587,13.5,4.0,2.1,2.2,2011,0.0,0.0,0.0
613,Greivis Vásquez,24,7,401,9520,1378,3297,412,1180,423,518,125,1021,1935,236,34,753,767,3591,0.418,0.349,0.817,23.7,9.0,2.5,4.8,2011,0.0,0.0,0.0
614,John Wall,20,11,647,22588,4373,10171,651,2021,2691,3468,361,2704,5735,1045,439,2412,1394,12088,0.43,0.322,0.776,34.9,18.7,4.2,8.9,2011,295.0,590.0,0.5
615,Willie Warren,21,1,19,134,13,35,5,15,6,8,1,12,27,6,0,8,16,37,0.371,0.333,0.75,7.1,1.9,0.6,1.4,2011,0.0,0.0,0.0
616,Hassan Whiteside,21,10,511,12645,2687,4583,8,26,1068,1765,1608,5523,327,271,1143,756,1341,6450,0.586,0.308,0.605,24.7,12.6,10.8,0.6,2011,0.0,0.0,0.0
617,Lavoy Allen,22,6,388,6905,828,1758,2,15,189,277,715,1843,384,120,214,257,706,1847,0.471,0.133,0.682,17.8,4.8,4.8,1.0,2012,0.0,0.0,0.0
618,Gustavo Ayón,26,3,135,2251,284,530,0,1,67,133,188,589,173,100,73,122,272,635,0.536,0.0,0.504,16.7,4.7,4.4,1.3,2012,0.0,0.0,0.0
619,Keith Benson,23,1,3,9,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0.0,,,3.0,0.0,1.0,0.0,2012,0.0,0.0,0.0
620,Bismack Biyombo,19,13,826,16236,1642,3072,0,3,940,1698,1598,4915,542,216,1071,756,1808,4224,0.535,0.0,0.554,19.7,5.1,6.0,0.7,2012,0.0,0.0,0.0
621,MarShon Brooks,23,5,200,3456,613,1371,109,316,257,342,132,424,282,120,42,248,269,1592,0.447,0.345,0.751,17.3,8.0,2.1,1.4,2012,4.0,600.0,0.007
622,Alec Burks,20,13,703,16016,2513,6028,813,2125,1748,2174,401,2427,1414,488,146,841,1322,7587,0.417,0.383,0.804,22.8,10.8,3.5,2.0,2012,0.0,0.0,0.0
623,Jimmy Butler,22,13,778,25808,4606,9855,612,1888,4367,5176,1256,4154,3283,1269,354,1266,1103,14191,0.467,0.324,0.844,33.2,18.2,5.3,4.2,2012,0.0,0.0,0.0
624,Derrick Byars,27,1,2,37,3,11,0,6,4,4,6,11,1,2,0,0,2,10,0.273,0.0,1.0,18.5,5.0,5.5,0.5,2012,0.0,0.0,0.0
625,Norris Cole,23,6,360,8018,1005,2469,207,639,289,389,79,702,981,280,34,517,679,2506,0.407,0.324,0.743,22.3,7.0,2.0,2.7,2012,0.0,0.0,0.0
626,Eric Dawson,27,1,4,39,7,12,0,0,1,2,5,10,0,1,2,3,6,15,0.583,,0.5,9.8,3.8,2.5,0.0,2012,0.0,0.0,0.0
627,Justin Dentmon,26,2,8,95,10,30,2,14,4,6,0,8,10,2,0,7,10,26,0.333,0.143,0.667,11.9,3.3,1.0,1.3,2012,0.0,0.0,0.0
628,Jerome Dyson,24,1,9,180,19,48,1,8,28,36,2,19,18,11,2,20,19,67,0.396,0.125,0.778,20.0,7.4,2.1,2.0,2012,0.0,0.0,0.0
629,Kenneth Faried,22,8,478,11728,2190,4009,10,45,1040,1590,1465,3884,470,351,392,626,1180,5430,0.546,0.222,0.654,24.5,11.4,8.1,1.0,2012,129.0,600.0,0.215
630,Jeff Foote,24,1,4,39,2,6,0,0,0,0,1,6,0,0,1,2,5,4,0.333,,,9.8,1.0,1.5,0.0,2012,0.0,0.0,0.0
631,Courtney Fortson,23,1,10,95,11,32,3,13,10,15,6,15,10,3,0,10,5,35,0.344,0.231,0.667,9.5,3.5,1.5,1.0,2012,0.0,0.0,0.0
632,Jimmer Fredette,22,6,241,3213,524,1282,193,519,197,224,53,243,331,94,11,223,222,1438,0.409,0.372,0.879,13.3,6.0,1.0,1.4,2012,0.0,0.0,0.0
633,Enes Freedom,19,11,748,16101,3426,6254,46,159,1451,1868,2223,5822,638,296,363,1076,1606,8349,0.548,0.289,0.777,21.5,11.2,7.8,0.9,2012,0.0,0.0,0.0
634,Mickell Gladness,25,1,26,252,25,59,0,0,6,12,14,58,5,4,20,7,32,56,0.424,,0.5,9.7,2.2,2.2,0.2,2012,0.0,0.0,0.0
635,Andrew Goudelock,23,3,49,475,77,196,29,84,14,16,7,34,24,10,2,28,36,197,0.393,0.345,0.875,9.7,4.0,0.7,0.5,2012,0.0,0.0,0.0
636,Jordan Hamilton,21,5,151,2100,342,839,137,384,69,103,89,429,127,73,34,102,144,890,0.408,0.357,0.67,13.9,5.9,2.8,0.8,2012,0.0,0.0,0.0
637,Justin Harper,22,3,22,150,18,53,8,29,1,3,5,18,4,3,3,12,10,45,0.34,0.276,0.333,6.8,2.0,0.8,0.2,2012,0.0,0.0,0.0
638,Josh Harrellson,22,3,75,888,105,240,33,95,22,35,80,227,26,30,36,33,96,265,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2012,0.0,0.0,0.0
639,Terrel Harris,24,2,42,455,33,110,8,47,21,31,22,77,35,11,5,42,51,95,0.3,0.17,0.677,10.8,2.3,1.8,0.8,2012,0.0,0.0,0.0
640,Tobias Harris,19,13,860,27176,5348,11164,1167,3164,2106,2528,858,5287,2014,657,454,1220,1728,13969,0.479,0.369,0.833,31.6,16.2,6.1,2.3,2012,0.0,0.0,0.0
641,Cory Higgins,22,2,44,455,58,179,5,25,43,62,8,38,41,8,6,39,45,164,0.324,0.2,0.694,10.3,3.7,0.9,0.9,2012,0.0,0.0,0.0
642,Darington Hobson,24,1,5,39,2,13,0,6,0,0,0,3,6,0,0,2,1,4,0.154,0.0,,7.8,0.8,0.6,1.2,2012,0.0,0.0,0.0
643,Tyler Honeycutt,21,2,24,120,11,35,1,5,5,7,6,24,9,4,4,7,5,28,0.314,0.2,0.714,5.0,1.2,1.0,0.4,2012,0.0,0.0,0.0
644,Dennis Horner,23,1,8,22,1,4,0,1,3,4,2,5,0,0,0,1,1,5,0.25,0.0,0.75,2.8,0.6,0.6,0.0,2012,0.0,0.0,0.0
645,Kyrie Irving,19,13,690,23647,5940,12580,1608,4106,2658,3005,546,2728,3931,904,292,1751,1591,16146,0.472,0.392,0.885,34.3,23.4,4.0,5.7,2012,592.0,600.0,0.987
646,Reggie Jackson,21,13,807,20507,3858,9086,1097,3175,1497,1754,404,2343,3411,556,101,1494,1564,10310,0.425,0.346,0.853,25.4,12.8,2.9,4.2,2012,0.0,0.0,0.0
647,Charles Jenkins,22,2,110,1334,179,412,4,22,46,61,16,100,214,48,8,81,107,408,0.434,0.182,0.754,12.1,3.7,0.9,1.9,2012,0.0,0.0,0.0
648,Carldell Johnson,29,1,15,119,11,35,4,15,1,3,1,9,22,8,0,7,11,27,0.314,0.267,0.333,7.9,1.8,0.6,1.5,2012,0.0,0.0,0.0
649,Ivan Johnson,27,2,125,1969,326,631,3,19,153,231,141,492,78,99,32,140,247,808,0.517,0.158,0.662,15.8,6.5,3.9,0.6,2012,0.0,0.0,0.0
650,JaJuan Johnson,22,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,0.446,,0.667,8.3,3.2,1.6,0.2,2012,0.0,0.0,0.0
651,Jerome Jordan,25,2,65,491,67,127,0,0,46,54,66,132,17,9,21,24,73,180,0.528,,0.852,7.6,2.8,2.0,0.3,2012,0.0,0.0,0.0
652,Cory Joseph,20,13,805,17534,2152,4878,477,1374,833,1060,392,2002,2428,600,178,827,1294,5614,0.441,0.347,0.786,21.8,7.0,2.5,3.0,2012,0.0,0.0,0.0
653,D.J. Kennedy,22,1,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,0.417,0.5,0.0,29.5,6.0,3.5,1.5,2012,0.0,0.0,0.0
654,Brandon Knight,20,9,451,13202,2260,5499,715,2029,1066,1321,236,1385,1777,386,75,1090,889,6301,0.411,0.352,0.807,29.3,14.0,3.1,3.9,2012,21.0,600.0,0.035
655,Malcolm Lee,21,3,36,534,52,136,10,34,26,37,24,65,51,20,10,27,52,140,0.382,0.294,0.703,14.8,3.9,1.8,1.4,2012,0.0,0.0,0.0
656,Kawhi Leonard,20,12,657,20779,4695,9454,1038,2659,2608,3032,785,4201,1979,1132,416,1065,1113,13036,0.497,0.39,0.86,31.6,19.8,6.4,3.0,2012,47.0,600.0,0.078
657,Travis Leslie,21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,0.357,,0.444,4.5,1.4,0.9,0.5,2012,0.0,0.0,0.0
658,Jon Leuer,22,8,377,5945,979,2023,125,381,312,407,357,1426,301,137,102,259,583,2395,0.484,0.328,0.767,15.8,6.4,3.8,0.8,2012,0.0,0.0,0.0
659,DeAndre Liggins,23,5,177,1907,129,321,43,122,45,82,47,252,122,108,31,86,201,346,0.402,0.352,0.549,10.8,2.0,1.4,0.7,2012,0.0,0.0,0.0
660,Shelvin Mack,21,8,456,8392,1165,2752,302,916,365,499,118,894,1421,300,24,560,568,2997,0.423,0.33,0.731,18.4,6.6,2.0,3.1,2012,0.0,0.0,0.0
661,Vernon Macklin,25,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,0.543,,0.571,5.9,2.0,1.5,0.2,2012,0.0,0.0,0.0
662,E'Twaun Moore,22,10,598,12564,1927,4236,556,1432,333,449,282,1208,1055,395,131,534,946,4743,0.455,0.388,0.742,21.0,7.9,2.0,1.8,2012,0.0,0.0,0.0
663,Darius Morris,21,4,132,1464,166,432,47,146,51,81,40,126,189,45,2,112,127,430,0.384,0.322,0.63,11.1,3.3,1.0,1.4,2012,0.0,0.0,0.0
664,Marcus Morris,22,13,808,21655,3588,8249,1275,3380,1348,1743,688,3621,1218,539,233,921,1730,9799,0.435,0.377,0.773,26.8,12.1,4.5,1.5,2012,0.0,0.0,0.0
665,Markieff Morris,22,13,764,18219,3080,6923,644,1881,1190,1530,887,3812,1195,592,375,1113,2024,7994,0.445,0.342,0.778,23.8,10.5,5.0,1.6,2012,0.0,0.0,0.0
666,Daniel Orton,21,3,51,542,50,103,0,1,43,72,48,126,24,18,28,29,81,143,0.485,0.0,0.597,10.6,2.8,2.5,0.5,2012,0.0,0.0,0.0
667,Jeremy Pargo,25,3,86,1123,160,422,38,119,58,90,21,89,155,29,2,100,100,416,0.379,0.319,0.644,13.1,4.8,1.0,1.8,2012,0.0,0.0,0.0
668,Chandler Parsons,23,9,440,13246,2129,4611,687,1844,626,878,356,1972,1201,412,152,657,865,5571,0.462,0.373,0.713,30.1,12.7,4.5,2.7,2012,14.0,600.0,0.023
669,Ryan Reid,25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,0.8,,,3.4,1.6,0.4,0.0,2012,0.0,0.0,0.0
670,Ricky Rubio,21,12,698,20694,2468,6364,637,1969,1997,2370,428,2830,5160,1226,94,1768,1738,7570,0.388,0.324,0.843,29.6,10.8,4.1,7.4,2012,170.0,600.0,0.283
671,Walker Russell,29,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,0.347,0.308,0.636,12.8,3.0,0.9,2.1,2012,0.0,0.0,0.0
672,Josh Selby,20,2,38,296,31,94,3,21,18,25,2,20,34,9,0,36,24,83,0.33,0.143,0.72,7.8,2.2,0.5,0.9,2012,1.0,600.0,0.002
673,Iman Shumpert,21,10,461,11470,1225,3130,489,1450,381,499,324,1534,845,514,120,530,1058,3320,0.391,0.337,0.764,24.9,7.2,3.3,1.8,2012,33.0,600.0,0.055
674,Xavier Silas,24,2,4,46,4,18,1,8,2,3,3,6,3,1,0,3,6,11,0.222,0.125,0.667,11.5,2.8,1.5,0.8,2012,0.0,0.0,0.0
675,Chris Singleton,22,3,148,2605,233,620,58,182,88,139,112,472,92,117,57,100,325,612,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2012,0.0,0.0,0.0
676,Donald Sloan,24,5,218,3749,449,1098,98,316,193,256,54,455,651,83,8,230,193,1189,0.409,0.31,0.754,17.2,5.5,2.1,3.0,2012,0.0,0.0,0.0
677,Greg Smith,21,5,149,1834,243,394,0,1,110,191,165,489,41,32,59,65,290,596,0.617,0.0,0.576,12.3,4.0,3.3,0.3,2012,0.0,0.0,0.0
678,Jerry Smith,24,1,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,0.214,0.167,,9.2,1.4,1.4,0.8,2012,0.0,0.0,0.0
679,Nolan Smith,23,2,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,0.371,0.26,0.714,9.9,3.3,1.0,1.2,2012,0.0,0.0,0.0
680,Greg Stiemsma,26,4,203,3048,269,529,0,1,103,146,190,679,97,118,232,143,512,641,0.509,0.0,0.705,15.0,3.2,3.3,0.5,2012,0.0,0.0,0.0
681,Julyan Stone,23,4,70,502,28,63,10,32,14,20,10,77,77,16,8,25,56,80,0.444,0.313,0.7,7.2,1.1,1.1,1.1,2012,0.0,0.0,0.0
682,Isaiah Thomas,22,11,550,15563,3167,7291,1042,2876,2339,2682,284,1321,2638,472,61,1242,1146,9715,0.434,0.362,0.872,28.3,17.7,2.4,4.8,2012,28.0,600.0,0.047
683,Lance Thomas,23,9,399,7323,748,1796,165,433,389,487,293,1021,266,148,55,266,683,2050,0.416,0.381,0.799,18.4,5.1,2.6,0.7,2012,0.0,0.0,0.0
684,Malcolm Thomas,23,4,40,329,30,69,1,11,15,25,27,96,14,6,7,25,30,76,0.435,0.091,0.6,8.2,1.9,2.4,0.4,2012,0.0,0.0,0.0
685,Trey Thompkins,21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,0.393,0.308,0.714,5.0,2.4,1.0,0.1,2012,0.0,0.0,0.0
686,Klay Thompson,21,11,749,24556,5498,12108,2318,5596,1399,1638,343,2662,1738,643,394,1274,1562,14713,0.454,0.414,0.854,32.8,19.6,3.6,2.3,2012,30.0,600.0,0.05
687,Mychel Thompson,23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,0.292,0.364,,19.0,3.6,1.0,1.4,2012,0.0,0.0,0.0
688,Tristan Thompson,20,12,759,19890,2698,5184,10,38,1284,2137,2454,6229,754,370,510,841,1691,6690,0.52,0.263,0.601,26.2,8.8,8.2,1.0,2012,0.0,0.0,0.0
689,Jeremy Tyler,20,3,104,1034,157,349,0,1,59,106,98,269,25,23,42,68,164,373,0.45,0.0,0.557,9.9,3.6,2.6,0.2,2012,0.0,0.0,0.0
690,Edwin Ubiles,25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,0.278,0.2,1.0,13.0,3.5,2.5,0.3,2012,0.0,0.0,0.0
691,Jan Veselý,21,3,162,2455,263,505,0,2,64,157,225,562,96,107,84,123,384,590,0.521,0.0,0.408,15.2,3.6,3.5,0.6,2012,0.0,0.0,0.0
692,Nikola Vučević,21,13,854,26669,6211,12564,711,2064,1384,1804,2131,8955,2408,736,755,1483,2085,14517,0.494,0.344,0.767,31.2,17.0,10.5,2.8,2012,0.0,0.0,0.0
693,Kemba Walker,21,12,750,24810,4999,11954,1670,4642,2818,3354,418,2831,3938,923,282,1574,1111,14486,0.418,0.36,0.84,33.1,19.3,3.8,5.3,2012,3.0,600.0,0.005
694,Derrick Williams,20,7,428,8864,1329,3064,251,838,900,1267,351,1693,293,199,108,399,532,3809,0.434,0.3,0.71,20.7,8.9,4.0,0.7,2012,0.0,0.0,0.0
695,Elliot Williams,22,4,109,1470,193,458,54,174,97,145,38,161,94,45,6,78,158,537,0.421,0.31,0.669,13.5,4.9,1.5,0.9,2012,0.0,0.0,0.0
696,Jordan Williams,21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,0.507,,0.652,14.8,4.6,3.6,0.3,2012,0.0,0.0,0.0
697,Chris Wright,23,2,32,312,44,80,0,1,30,46,29,65,9,14,18,13,39,118,0.55,0.0,0.652,9.8,3.7,2.0,0.3,2012,0.0,0.0,0.0
698,Quincy Acy,22,7,337,5392,583,1314,183,523,293,386,309,1179,217,140,135,219,665,1642,0.444,0.35,0.759,16.0,4.9,3.5,0.6,2013,0.0,0.0,0.0
699,Josh Akognon,26,1,3,9,2,4,1,2,0,0,0,1,1,0,0,0,3,5,0.5,0.5,,3.0,1.7,0.3,0.3,2013,0.0,0.0,0.0
