,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
63,60,Darius Songaila,"Oct 29, '03, SAC vs. CLE",25,8,495,9229,1449,2904,3,19,514,609,553,1689,589,324,106,486,1197,3415,.499,.158,.844,18.6,6.9,3.4,1.2,2004
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2004
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2004
66,61,Mike Sweetney,"Oct 29, '03, NYK vs. ORL",21,4,233,3610,564,1164,0,2,388,563,400,1045,145,73,107,277,569,1516,.485,.000,.689,15.5,6.5,4.5,0.6,2004
67,62,Ime Udoka,"Jan 14, '04, LAL vs. DEN",26,7,316,5711,614,1471,218,612,189,268,219,926,308,208,54,221,528,1635,.417,.356,.705,18.1,5.2,2.9,1.0,2004
68,63,Slavko Vraneš,"Jan 8, '04, POR @ MIN",21,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.000,,,3.0,0.0,0.0,0.0,2004
69,64,Dwyane Wade*,"Oct 28, '03, MIA @ PHI",22,16,1054,35773,8454,17617,549,1874,5708,7463,1258,4933,5701,1620,885,3326,2328,23165,.480,.293,.765,33.9,22.0,4.7,5.4,2004
70,65,Luke Walton,"Oct 28, '03, LAL vs. DAL",23,10,564,9685,1050,2449,182,558,367,513,481,1588,1317,313,102,597,810,2649,.429,.326,.715,17.2,4.7,2.8,2.3,2004
71,66,David West,"Oct 29, '03, NOH vs. ATL",23,15,1034,29144,5703,11519,57,215,2571,3148,1784,6590,2273,764,850,1660,2408,14034,.495,.265,.817,28.2,13.6,6.4,2.2,2004
72,67,Mo Williams,"Nov 1, '03, UTA @ DAL",21,13,818,23872,4051,9326,1094,2891,1563,1795,407,2264,3990,721,121,1849,2005,10759,.434,.378,.871,29.2,13.2,2.8,4.9,2004
0,1,Tony Allen,"Nov 3, '04, BOS vs. PHI",23,14,820,18055,2588,5447,125,444,1353,1909,1021,2884,1077,1158,337,1118,1947,6654,.475,.282,.709,22.0,8.1,3.5,1.3,2005
1,2,Rafael Araújo,"Nov 3, '04, TOR vs. HOU",24,3,139,1585,156,385,1,4,76,112,124,395,41,51,16,111,300,389,.405,.250,.679,11.4,2.8,2.8,0.3,2005
2,3,Trevor Ariza,"Nov 3, '04, NYK @ MIN",19,18,1118,32953,4135,9804,1605,4579,1718,2350,1081,5356,2379,1628,355,1473,2205,11593,.422,.351,.731,29.5,10.4,4.8,2.1,2005
3,4,Maurice Baker,"Feb 23, '05, LAC @ PHO",25,1,5,19,0,1,0,0,0,0,1,2,1,1,0,1,3,0,.000,,,3.8,0.0,0.4,0.2,2005
4,5,Andre Barrett,"Nov 23, '04, HOU @ SAC",22,4,67,819,89,241,17,69,24,33,21,71,135,29,1,47,69,219,.369,.246,.727,12.2,3.3,1.1,2.0,2005
5,6,Andris Biedriņš,"Nov 5, '04, GSW vs. UTA",18,10,516,11146,1432,2409,0,2,383,766,1190,3631,467,331,580,479,1626,3247,.594,.000,.500,21.6,6.3,7.0,0.9,2005
6,7,Tony Bobbitt,"Jan 25, '05, LAL vs. SEA",25,1,2,12,2,5,1,2,0,0,0,3,0,0,0,0,1,5,.400,.500,,6.0,2.5,1.5,0.0,2005
7,8,Matt Bonner,"Nov 3, '04, TOR vs. HOU",24,12,792,13356,1749,3768,797,1923,337,432,622,2371,552,285,213,299,1307,4632,.464,.414,.780,16.9,5.8,3.0,0.7,2005
8,9,Antonio Burks,"Dec 7, '04, MEM vs. NYK",24,2,81,789,79,204,4,17,24,42,5,49,104,33,1,48,70,186,.387,.235,.571,9.7,2.3,0.6,1.3,2005
9,10,Jackie Butler,"Mar 21, '05, NYK vs. SAS",19,3,69,848,137,254,0,0,69,89,73,205,30,20,31,73,143,343,.539,,.775,12.3,5.0,3.0,0.4,2005
10,11,Geno Carlisle,"Nov 17, '04, POR vs. MEM",28,1,6,16,2,3,0,0,4,6,1,1,1,0,0,1,1,8,.667,,.667,2.7,1.3,0.2,0.2,2005
11,12,Lionel Chalmers,"Nov 3, '04, LAC vs. SEA",24,1,36,433,42,125,12,49,15,24,4,31,51,13,0,24,30,111,.336,.245,.625,12.0,3.1,0.9,1.4,2005
12,13,Josh Childress,"Nov 3, '04, ATL @ PHO",21,8,391,10432,1343,2571,99,301,763,980,732,1850,609,339,184,439,725,3548,.522,.329,.779,26.7,9.1,4.7,1.6,2005
13,14,Nick Collison,"Nov 3, '04, SEA @ LAC",24,14,910,18603,2212,4146,21,101,914,1265,1766,4701,939,446,469,878,2507,5359,.534,.208,.723,20.4,5.9,5.2,1.0,2005
14,15,Erik Daniels,"Nov 9, '04, SAC vs. TOR",22,1,21,72,6,18,1,2,0,0,7,18,4,2,0,6,7,13,.333,.500,,3.4,0.6,0.9,0.2,2005
15,16,Carlos Delfino,"Nov 2, '04, DET vs. HOU",22,8,507,11580,1472,3669,678,1856,493,650,287,1815,887,461,88,509,827,4115,.401,.365,.758,22.8,8.1,3.6,1.7,2005
16,17,Luol Deng,"Nov 5, '04, CHI vs. NJN",19,15,902,30941,5130,11257,658,1982,2443,3175,1462,5468,2042,880,444,1459,1499,13361,.456,.332,.769,34.3,14.8,6.1,2.3,2005
17,18,Chris Duhon,"Nov 5, '04, CHI vs. NJN",22,9,606,15526,1353,3440,649,1788,591,754,200,1364,2690,471,36,925,965,3946,.393,.363,.784,25.6,6.5,2.3,4.4,2005
18,19,Corsley Edwards,"Dec 4, '04, NOH vs. DET",25,1,10,110,10,31,0,0,7,12,12,25,3,3,4,2,19,27,.323,,.583,11.0,2.7,2.5,0.3,2005
19,20,John Edwards,"Nov 6, '04, IND vs. CHI",23,2,65,435,42,94,0,0,15,25,26,67,8,6,19,20,88,99,.447,,.600,6.7,1.5,1.0,0.1,2005
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2005
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2005
22,21,Andre Emmett,"Jan 14, '05, MEM @ CHA",22,2,14,73,6,13,0,1,8,13,2,8,1,2,1,3,6,20,.462,.000,.615,5.2,1.4,0.6,0.1,2005
23,22,Luis Flores,"Dec 15, '04, GSW @ NOH",23,1,16,77,14,29,5,10,2,2,1,3,11,2,0,11,9,35,.483,.500,1.000,4.8,2.2,0.2,0.7,2005
24,23,Matt Freije,"Nov 20, '04, NOH vs. MIN",23,2,42,588,53,181,17,76,10,14,24,85,27,16,3,20,53,133,.293,.224,.714,14.0,3.2,2.0,0.6,2005
25,24,Ben Gordon,"Nov 5, '04, CHI vs. NJN",21,11,744,20366,3931,9092,1171,2921,2051,2394,333,1851,1868,508,114,1551,1720,11084,.432,.401,.857,27.4,14.9,2.5,2.5,2005
26,25,Devin Harris,"Nov 2, '04, DAL vs. SAC",21,15,985,23963,3486,8072,832,2558,2793,3507,290,2151,3869,998,194,1682,2171,10597,.432,.325,.796,24.3,10.8,2.2,3.9,2005
27,26,David Harrison,"Nov 3, '04, IND @ CLE",22,4,189,2686,374,706,0,0,201,383,184,549,47,64,185,216,538,949,.530,,.525,14.2,5.0,2.9,0.2,2005
28,27,Dwight Howard,"Nov 3, '04, ORL vs. MIL",19,18,1242,39457,7051,12016,22,103,5361,9455,4151,14627,1676,1081,2228,3302,3912,19485,.587,.214,.567,31.8,15.7,11.8,1.3,2005
29,28,Kris Humphries,"Nov 3, '04, UTA vs. LAL",19,13,800,14232,2078,4486,55,188,1139,1626,1387,4314,556,326,454,691,1456,5350,.463,.293,.700,17.8,6.7,5.4,0.7,2005
30,29,Andre Iguodala,"Nov 3, '04, PHI @ BOS",21,19,1231,39507,5028,10870,1081,3278,2831,3994,1118,6047,5147,1765,633,2240,2180,13968,.463,.330,.709,32.1,11.3,4.9,4.2,2005
31,30,D.J. Mbenga,"Nov 6, '04, DAL vs. MEM",24,7,234,1566,180,383,0,2,54,89,129,351,41,37,141,87,286,414,.470,.000,.607,6.7,1.8,1.5,0.2,2005
32,31,Royal Ivey,"Nov 3, '04, ATL @ PHO",23,10,492,6162,622,1531,162,449,235,333,147,557,501,230,38,255,757,1641,.406,.361,.706,12.5,3.3,1.1,1.0,2005
33,32,Luke Jackson,"Nov 6, '04, CLE @ MIL",23,4,73,724,84,235,32,89,52,71,27,89,58,24,3,49,71,252,.357,.360,.732,9.9,3.5,1.2,0.8,2005
34,33,Al Jefferson,"Nov 3, '04, BOS vs. PHI",20,14,915,26299,6161,12344,8,66,2013,2833,2054,7690,1347,628,1093,1211,2347,14343,.499,.121,.711,28.7,15.7,8.4,1.5,2005
35,34,Horace Jenkins,"Dec 3, '04, DET @ SAS",30,1,15,104,15,45,0,9,12,13,3,9,9,5,1,7,6,42,.333,.000,.923,6.9,2.8,0.6,0.6,2005
36,35,Mark Jones,"Mar 24, '05, ORL vs. CHA",29,1,10,116,9,31,0,4,5,10,6,13,6,5,2,3,16,23,.290,.000,.500,11.6,2.3,1.3,0.6,2005
37,36,Mario Kasun,"Nov 12, '04, ORL vs. LAL",24,2,73,569,78,167,0,1,42,66,76,188,11,10,16,41,155,198,.467,.000,.636,7.8,2.7,2.6,0.2,2005
38,37,Viktor Khryapa,"Feb 1, '05, POR @ LAL",22,4,143,2351,251,567,14,48,127,193,168,492,142,86,48,139,353,643,.443,.292,.658,16.4,4.5,3.4,1.0,2005
39,38,Brandin Knight,"Jan 17, '05, HOU @ MEM",23,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,.000,,,3.0,0.0,0.0,1.0,2005
40,39,Nenad Krstić,"Nov 3, '04, NJN vs. MIA",21,7,419,10547,1724,3493,2,14,760,1041,772,2261,346,162,286,497,1251,4210,.494,.143,.730,25.2,10.0,5.4,0.8,2005
41,40,Ibo Kutluay,"Dec 22, '04, SEA vs. DEN",30,1,5,12,0,1,0,0,0,0,0,1,0,0,0,2,1,0,.000,,,2.4,0.0,0.2,0.0,2005
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2005
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2005
44,41,Shaun Livingston,"Nov 3, '04, LAC vs. SEA",19,14,833,17188,2149,4419,13,73,920,1159,491,1989,2483,586,311,1034,1498,5231,.486,.178,.794,20.6,6.3,2.4,3.0,2005
45,42,Kevin Martin,"Nov 2, '04, SAC @ DAL",21,12,714,21559,3847,8797,1141,2969,3561,4091,401,2278,1352,643,78,1200,1361,12396,.437,.384,.870,30.2,17.4,3.2,1.9,2005
46,43,Jameer Nelson,"Nov 3, '04, ORL vs. MIL",22,14,878,24539,3790,8692,1153,3134,1207,1491,426,2595,4508,772,68,1831,2195,9940,.436,.368,.810,27.9,11.3,3.0,5.1,2005
47,44,Andrés Nocioni,"Nov 5, '04, CHI vs. NJN",25,8,514,12013,1932,4478,587,1574,964,1206,354,2295,614,215,228,724,1394,5415,.431,.373,.799,23.4,10.5,4.5,1.2,2005
48,45,Emeka Okafor,"Nov 4, '04, CHA vs. WAS",22,10,616,19055,3004,5867,0,2,1362,2325,1954,5967,520,414,1003,984,1696,7370,.512,.000,.586,30.9,12.0,9.7,0.8,2005
49,46,Pavel Podkolzin,"Mar 19, '05, DAL vs. CHA",20,2,6,28,0,2,0,0,4,8,0,9,0,0,1,4,4,4,.000,,.500,4.7,0.7,1.5,0.0,2005
50,47,Peter John Ramos,"Nov 3, '04, WAS @ MEM",19,1,6,20,5,10,0,0,1,2,1,4,0,0,1,3,4,11,.500,,.500,3.3,1.8,0.7,0.0,2005
51,48,Justin Reed,"Nov 23, '04, BOS @ IND",23,3,136,1436,174,431,0,4,124,165,76,186,68,31,19,79,219,472,.404,.000,.752,10.6,3.5,1.4,0.5,2005
52,49,Jared Reiner,"Nov 5, '04, CHI vs. NJN",22,2,46,376,25,73,0,0,4,14,34,109,14,8,13,23,80,54,.342,,.286,8.2,1.2,2.4,0.3,2005
53,50,Bernard Robinson,"Nov 4, '04, CHA vs. WAS",24,3,128,1909,212,508,5,31,147,187,86,315,126,109,16,110,215,576,.417,.161,.786,14.9,4.5,2.5,1.0,2005
54,51,Quinton Ross,"Nov 5, '04, LAC @ POR",23,7,458,8458,764,1824,49,154,286,402,267,947,431,263,129,217,854,1863,.419,.318,.711,18.5,4.1,2.1,0.9,2005
55,52,Ha Seung-Jin,"Jan 7, '05, POR vs. MIA",19,2,46,316,28,54,0,0,14,28,20,67,3,4,13,26,62,70,.519,,.500,6.9,1.5,1.5,0.1,2005
56,53,Donta Smith,"Nov 26, '04, ATL vs. ORL",21,2,61,560,59,140,8,26,39,60,22,66,48,31,5,29,70,165,.421,.308,.650,9.2,2.7,1.1,0.8,2005
57,54,J.R. Smith,"Nov 3, '04, NOH vs. DAL",19,16,977,26275,4380,10465,1930,5178,1458,1990,494,3073,2077,974,204,1315,2191,12148,.419,.373,.733,26.9,12.4,3.1,2.1,2005
58,55,Josh Smith,"Nov 3, '04, ATL @ PHO",19,13,894,29000,5089,11247,450,1578,2368,3748,1717,6653,2789,1083,1713,2197,2461,12996,.452,.285,.632,32.4,14.5,7.4,3.1,2005
59,56,Kirk Snyder,"Nov 3, '04, UTA vs. LAL",21,4,211,3540,489,1116,92,281,263,376,152,491,241,86,69,206,328,1333,.438,.327,.699,16.8,6.3,2.3,1.1,2005
60,57,Pape Sow,"Nov 13, '04, TOR @ POR",23,3,76,879,79,190,0,0,61,90,78,214,12,34,24,41,166,219,.416,,.678,11.6,2.9,2.8,0.2,2005
61,58,Awvee Storey,"Nov 13, '04, NJN vs. DAL",27,3,60,407,58,140,4,16,23,45,43,81,21,10,2,15,66,143,.414,.250,.511,6.8,2.4,1.4,0.4,2005
62,59,Robert Swift,"Nov 3, '04, SEA @ LAC",19,4,97,1500,172,340,0,0,72,118,122,376,20,26,86,71,224,416,.506,,.610,15.5,4.3,3.9,0.2,2005
63,60,Yuta Tabuse,"Nov 3, '04, PHO vs. ATL",24,1,4,17,1,6,1,1,4,4,2,4,3,0,0,1,1,7,.167,1.000,1.000,4.3,1.8,1.0,0.8,2005
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2005
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2005
66,61,Sebastian Telfair,"Nov 5, '04, POR vs. LAC",19,10,564,12149,1542,3953,361,1133,738,950,151,898,1960,413,75,859,1196,4183,.390,.319,.777,21.5,7.4,1.6,3.5,2005
67,62,Billy Thomas,"Jan 21, '05, NJN vs. BOS",29,3,53,529,51,151,31,102,11,13,12,52,26,25,2,19,52,144,.338,.304,.846,10.0,2.7,1.0,0.5,2005
68,63,James Thomas,"Jan 9, '05, POR @ NYK",24,2,33,267,22,39,0,0,10,20,29,76,5,4,7,14,48,54,.564,,.500,8.1,1.6,2.3,0.2,2005
69,64,Beno Udrih,"Nov 3, '04, SAS vs. SAC",22,13,831,18185,2740,5922,465,1334,1007,1209,308,1712,2858,576,71,1179,1275,6952,.463,.349,.833,21.9,8.4,2.1,3.4,2005
70,65,Anderson Varejão,"Nov 4, '04, CLE @ MIA",22,14,632,15087,1808,3550,1,43,957,1518,1511,4531,737,537,407,593,1633,4574,.509,.023,.630,23.9,7.2,7.2,1.2,2005
71,66,Jackson Vroman,"Nov 3, '04, PHO vs. ATL",23,2,87,1111,108,265,0,3,69,119,97,261,51,37,30,85,183,285,.408,.000,.580,12.8,3.3,3.0,0.6,2005
72,67,Sasha Vujačić,"Nov 3, '04, LAL @ UTA",20,10,581,8908,1075,2757,533,1451,411,479,205,1093,748,336,34,328,880,3094,.390,.367,.858,15.3,5.3,1.9,1.3,2005
73,68,Delonte West,"Nov 26, '04, BOS vs. CLE",21,8,432,11842,1601,3571,376,1012,620,751,213,1265,1540,465,179,702,828,4198,.448,.372,.826,27.4,9.7,2.9,3.6,2005
74,69,Damien Wilkins,"Nov 3, '04, SEA @ LAC",25,10,582,10991,1344,3157,205,627,711,908,441,1362,796,431,130,524,945,3604,.426,.327,.783,18.9,6.2,2.3,1.4,2005
75,70,Dorell Wright,"Feb 5, '05, MIA vs. CHI",19,11,549,12280,1657,3908,617,1691,666,826,375,2093,850,418,271,475,790,4597,.424,.365,.806,22.4,8.4,3.8,1.5,2005
0,1,Alex Acker,"Feb 21, '06, DET vs. ATL",23,2,30,234,34,92,8,25,5,10,9,29,16,6,4,11,13,81,.370,.320,.500,7.8,2.7,1.0,0.5,2006
1,2,Alan Anderson,"Nov 12, '05, CHA @ MIA",23,8,330,6793,843,2084,331,963,404,495,151,714,371,182,31,290,602,2421,.405,.344,.816,20.6,7.3,2.2,1.1,2006
2,3,Martynas Andriuškevičius,"Jan 5, '06, CLE vs. HOU",19,1,6,9,0,1,0,0,0,0,1,4,0,2,0,0,1,0,.000,,,1.5,0.0,0.7,0.0,2006
3,4,Earl Barron,"Nov 2, '05, MIA @ MEM",24,8,140,1985,255,687,3,18,127,181,188,492,63,46,30,107,270,640,.371,.167,.702,14.2,4.6,3.5,0.5,2006
4,5,Eddie Basden,"Nov 7, '05, CHI vs. SAS",22,1,19,141,15,37,1,7,8,10,7,28,8,9,2,9,17,39,.405,.143,.800,7.4,2.1,1.5,0.4,2006
5,6,Brandon Bass,"Nov 1, '05, NOK vs. SAC",20,12,758,16410,2558,5125,12,58,1447,1740,1139,3448,608,295,479,718,1375,6575,.499,.207,.832,21.6,8.7,4.5,0.8,2006
6,7,Esteban Batista,"Nov 2, '05, ATL @ GSW",22,2,70,576,42,96,0,1,37,60,68,174,11,18,11,42,124,121,.438,.000,.617,8.2,1.7,2.5,0.2,2006
7,8,Andray Blatche,"Nov 11, '05, WAS vs. SEA",19,9,564,12462,2327,4981,52,219,1000,1380,1043,3024,798,492,458,914,1382,5706,.467,.237,.725,22.1,10.1,5.4,1.4,2006
8,9,Andrew Bogut,"Nov 1, '05, MIL @ PHI",21,14,706,19862,2986,5585,3,25,833,1495,1754,6112,1546,442,1091,1204,2186,6808,.535,.120,.557,28.1,9.6,8.7,2.2,2006
9,10,Kevin Burleson,"Nov 11, '05, CHA vs. DAL",26,1,39,340,22,88,10,54,16,17,4,26,48,26,2,25,63,70,.250,.185,.941,8.7,1.8,0.7,1.2,2006
10,11,Andrew Bynum,"Nov 2, '05, LAL @ DEN",18,8,418,10690,1917,3446,1,9,987,1431,1007,3221,490,133,657,644,1028,4822,.556,.111,.690,25.6,11.5,7.7,1.2,2006
11,12,Will Bynum,"Mar 19, '06, GSW vs. PHI",23,8,360,6611,1117,2529,84,309,603,755,125,561,1185,256,29,578,670,2921,.442,.272,.799,18.4,8.1,1.6,3.3,2006
12,13,José Calderón,"Nov 2, '05, TOR vs. WAS",24,14,895,23643,3038,6440,920,2260,925,1060,303,2148,5148,716,71,1339,1476,7921,.472,.407,.873,26.4,8.9,2.4,5.8,2006
13,14,Travis Diener,"Dec 2, '05, ORL @ MEM",23,5,179,2660,298,768,164,465,94,111,39,243,432,76,9,99,200,854,.388,.353,.847,14.9,4.8,1.4,2.4,2006
14,15,Ike Diogu,"Nov 23, '05, GSW vs. SAS",22,6,225,2795,488,958,1,2,371,472,275,689,69,36,65,200,425,1348,.509,.500,.786,12.4,6.0,3.1,0.3,2006
15,16,Monta Ellis,"Nov 12, '05, GSW @ PHO",20,12,833,29011,5723,12688,737,2349,2675,3463,520,2874,3856,1409,281,2246,1950,14858,.451,.314,.772,34.8,17.8,3.5,4.6,2006
16,17,Daniel Ewing,"Nov 2, '05, LAC @ SEA",22,2,127,1683,162,416,36,122,71,91,32,158,174,69,10,107,148,431,.389,.295,.780,13.3,3.4,1.2,1.4,2006
17,18,Noel Felix,"Mar 5, '06, SEA vs. UTA",24,1,12,82,6,25,1,3,5,8,3,13,2,2,3,8,13,18,.240,.333,.625,6.8,1.5,1.1,0.2,2006
18,19,Raymond Felton,"Nov 2, '05, CHA @ CHI",21,14,971,28829,4105,9959,925,2813,1718,2175,552,2867,5096,1144,207,2008,1870,10853,.412,.329,.790,29.7,11.2,3.0,5.2,2006
19,20,Gerald Fitch,"Nov 23, '05, MIA vs. POR",23,1,18,239,30,89,7,26,17,23,7,30,33,7,5,15,28,84,.337,.269,.739,13.3,4.7,1.7,1.8,2006
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2006
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2006
22,21,Sharrod Ford,"Nov 30, '05, PHO vs. IND",24,1,3,13,2,3,0,0,0,0,1,3,0,0,1,2,7,4,.667,,,4.3,1.3,1.0,0.0,2006
23,22,Channing Frye,"Nov 4, '05, NYK vs. WAS",22,13,890,19772,2931,6655,1049,2706,875,1064,767,4002,864,457,540,787,2255,7786,.440,.388,.822,22.2,8.7,4.5,1.0,2006
24,23,Deng Gai,"Nov 2, '05, PHI @ DET",23,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.5,0.0,0.0,0.0,2006
25,24,Francisco García,"Nov 1, '05, SAC @ NOK",24,10,549,11853,1564,3659,581,1627,614,768,278,1400,747,441,388,545,1229,4323,.427,.357,.799,21.6,7.9,2.6,1.4,2006
26,25,Ryan Gomes,"Nov 2, '05, BOS vs. NYK",23,8,487,13463,1891,4249,334,956,810,1014,617,2239,712,351,78,550,942,4926,.445,.349,.799,27.6,10.1,4.6,1.5,2006
27,26,Joey Graham,"Nov 2, '05, TOR vs. WAS",23,6,377,6117,857,1776,54,180,471,578,272,1058,207,134,43,309,804,2239,.483,.300,.815,16.2,5.9,2.8,0.5,2006
28,27,Stephen Graham,"Dec 11, '05, HOU @ POR",23,6,239,2915,378,848,53,172,157,205,77,424,117,57,19,155,352,966,.446,.308,.766,12.2,4.0,1.8,0.5,2006
29,28,Danny Granger,"Nov 2, '05, IND @ ORL",22,10,586,18487,3332,7672,1006,2644,2185,2577,674,2888,1097,561,481,1098,1628,9855,.434,.380,.848,31.5,16.8,4.9,1.9,2006
30,29,Devin Green,"Nov 3, '05, LAL vs. PHO",23,1,27,135,6,28,0,2,13,21,10,24,7,3,0,5,13,25,.214,.000,.619,5.0,0.9,0.9,0.3,2006
31,30,Gerald Green,"Feb 3, '06, BOS vs. LAC",20,12,658,13026,2312,5546,962,2668,826,1010,318,1639,596,335,199,721,1228,6412,.417,.361,.818,19.8,9.7,2.5,0.9,2006
32,31,Orien Greene,"Nov 2, '05, BOS vs. NYK",23,4,131,1555,127,328,11,52,61,95,49,195,155,98,15,144,228,326,.387,.212,.642,11.9,2.5,1.5,1.2,2006
33,32,Anthony Grundy,"Mar 29, '06, ATL vs. IND",26,1,12,108,19,38,5,15,9,14,1,17,9,7,0,9,14,52,.500,.333,.643,9.0,4.3,1.4,0.8,2006
34,33,Chuck Hayes,"Jan 18, '06, HOU vs. DAL",22,11,644,11815,1047,2104,0,14,316,510,1119,3243,781,478,237,461,1485,2410,.498,.000,.620,18.3,3.7,5.0,1.2,2006
35,34,Luther Head,"Nov 5, '05, HOU vs. NOK",23,6,348,7797,1025,2426,451,1162,341,441,110,845,747,254,43,437,510,2842,.423,.388,.773,22.4,8.2,2.4,2.1,2006
36,35,Julius Hodge,"Nov 13, '05, DEN vs. MIN",22,2,23,98,11,25,0,0,6,12,7,15,18,6,0,11,13,28,.440,,.500,4.3,1.2,0.7,0.8,2006
37,36,Randy Holcomb,"Jan 6, '06, CHI @ MIL",26,1,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.000,,,2.8,0.5,0.3,0.0,2006
38,37,Jarrett Jack,"Nov 2, '05, POR @ MIN",22,13,867,24140,3374,7673,620,1809,1981,2316,277,2487,3952,683,107,1723,1583,9349,.440,.343,.855,27.8,10.8,2.9,4.6,2006
39,38,Šarūnas Jasikevičius,"Nov 2, '05, IND @ ORL",29,2,138,2530,298,751,130,366,207,228,34,222,399,66,5,206,183,933,.397,.355,.908,18.3,6.8,1.6,2.9,2006
40,39,Amir Johnson,"Jan 24, '06, DET @ MIN",18,14,870,18323,2558,4490,107,322,879,1307,1723,4692,1073,524,839,932,2578,6102,.570,.332,.673,21.1,7.0,5.4,1.2,2006
41,40,Dwayne Jones,"Feb 10, '06, BOS vs. POR",22,5,82,636,33,65,0,1,41,83,86,191,12,11,29,26,112,107,.508,.000,.494,7.8,1.3,2.3,0.1,2006
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2006
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2006
44,41,Linas Kleiza,"Nov 4, '05, DEN vs. POR",21,7,409,8185,1268,2912,387,1154,638,836,388,1470,321,159,73,409,886,3561,.435,.335,.763,20.0,8.7,3.6,0.8,2006
45,42,Yaroslav Korolev,"Nov 4, '05, LAC vs. ATL",18,2,34,168,13,46,3,12,10,16,6,16,13,6,0,7,11,39,.283,.250,.625,4.9,1.1,0.5,0.4,2006
46,43,David Lee,"Nov 6, '05, NYK vs. GSW",22,12,829,24293,4587,8566,1,29,2057,2666,2150,7320,1825,625,329,1454,2170,11232,.535,.034,.772,29.3,13.5,8.8,2.2,2006
47,44,John Lucas III,"Dec 31, '05, HOU vs. GSW",23,8,242,2927,454,1185,163,474,76,99,57,237,362,88,2,128,195,1147,.383,.344,.768,12.1,4.7,1.0,1.5,2006
48,45,Arvydas Macijauskas,"Nov 1, '05, NOK vs. SAC",26,1,19,135,14,41,3,12,13,15,3,10,5,7,0,8,10,44,.341,.250,.867,7.1,2.3,0.5,0.3,2006
49,46,Rawle Marshall,"Nov 19, '05, DAL vs. DET",23,2,63,602,56,149,5,21,53,74,16,60,23,20,12,34,39,170,.376,.238,.716,9.6,2.7,1.0,0.4,2006
50,47,Jason Maxiell,"Nov 2, '05, DET vs. PHI",22,10,618,11379,1398,2823,0,5,685,1214,1048,2576,266,230,490,487,1197,3481,.495,.000,.564,18.4,5.6,4.2,0.4,2006
51,48,Sean May,"Nov 2, '05, CHA @ CHI",21,4,119,1868,324,708,3,13,170,228,155,481,115,53,47,134,236,821,.458,.231,.746,15.7,6.9,4.0,1.0,2006
